energy_ev,D_up_up,D_up_down,D_down_up,D_down_down,L_up_up,L_up_down,L_down_up,L_down_down
-0.685,0.648279690757,0.000644316776767,0.000641565316699,0.647324705073,0.647324705073,0.000641565316699,0.000644316776767,0.648279690757
-0.68,0.63366023732,0.000519245325777,0.000517095824434,0.63290461453,0.63290461453,0.000517095824434,0.000519245325777,0.63366023732
-0.675,0.627581824631,0.000503008341461,0.000501175783261,0.626864435129,0.626864435129,0.000501175783261,0.000503008341461,0.627581824631
-0.67,0.629694763033,0.000551324910306,0.000549688187545,0.628924938039,0.628924938039,0.000549688187545,0.000551324910306,0.629694763033
-0.665,0.64003057231,0.000673283977573,0.000671790246711,0.639111755691,0.639111755691,0.000671790246711,0.000673283977573,0.64003057231
-0.66,0.659036857297,0.000925225578183,0.000923866559801,0.657806280168,0.657806280168,0.000923866559801,0.000925225578183,0.659036857297
-0.655,0.6881711783,0.00148338100109,0.00148219542138,0.686255266156,0.686255266156,0.00148219542138,0.00148338100109,0.6881711783
-0.65,0.733101654795,0.00301667641491,0.00301575672861,0.729331766126,0.729331766126,0.00301575672861,0.00301667641491,0.733101654795
-0.645,0.830185990448,0.00963159562221,0.00963076345794,0.818566392061,0.818566392061,0.00963076345794,0.00963159562221,0.830185990448
-0.64,1.49376665737,0.0767470987989,0.0767309120657,1.40430379922,1.40430379922,0.0767309120657,0.0767470987989,1.49376665737
-0.635,1.07974942807,0.0247507518213,0.024734525345,1.05172869185,1.05172869185,0.024734525345,0.0247507518213,1.07974942807
-0.63,0.96527844956,0.0075458303776,0.0075361403269,0.956913786384,0.956913786384,0.0075361403269,0.0075458303776,0.96527844956
-0.625,0.979635410271,0.00437256991695,0.00436426161114,0.974851551059,0.974851551059,0.00436426161114,0.00437256991695,0.979635410271
-0.62,1.0073140195,0.00345518734264,0.00344709596266,1.00356553674,1.00356553674,0.00344709596266,0.00345518734264,1.0073140195
-0.615,1.02942151529,0.00328927671215,0.00328092878514,1.02588120771,1.02588120771,0.00328092878514,0.00328927671215,1.02942151529
-0.61,1.04024872168,0.00356685456623,0.00355794601011,1.03645104996,1.03645104996,0.00355794601011,0.00356685456623,1.04024872168
-0.605,1.04039737977,0.00430574009592,0.0042959556568,1.03588510187,1.03588510187,0.0042959556568,0.00430574009592,1.04039737977
