time_s,device_j,wire_j,source_resistor_j,supplied_j,capacitor_change_j,BE_numerical_loss_j,kcl_residual_a
0.7385,2.1973170829e-10,4.1515278781e-10,2.68653500156e-10,9.03540866436e-10,2.75347206347e-15,1.1671157164e-16,5.79040193073e-17
0.739,2.4722312208e-10,4.74126032034e-10,3.04225513382e-10,1.02557973299e-09,4.77944152565e-15,2.86053879716e-16,6.91704045387e-17
0.7395,2.89625685613e-10,5.65398357767e-10,3.58842263527e-10,1.21387422059e-09,7.38852270367e-15,5.25166889055e-16,8.13287154636e-17
0.74,3.51512225924e-10,6.98963445337e-10,4.38176070067e-10,1.48866337481e-09,1.08003592982e-14,8.33128351304e-16,9.02920181114e-17
0.7405,4.38666177615e-10,8.87336681234e-10,5.49372315067e-10,1.87539159931e-09,1.52172306387e-14,1.20816900058e-15,9.02971003091e-17
0.741,5.57894841741e-10,1.14501870052e-09,7.00782202549e-10,2.40371818593e-09,2.07980138782e-14,1.64312112276e-15,2.50921652163e-16
0.7415,7.16567573723e-10,1.48729425624e-09,9.01336663629e-10,3.10522821751e-09,2.76047157585e-14,2.1192317338e-15,6.29375972996e-16
0.742,9.21664164156e-10,1.92794612796e-09,1.15930501314e-09,4.00895341919e-09,3.55150758153e-14,2.59893822511e-15,1.41894959324e-15
0.7425,1.17809518293e-09,2.47546866235e-09,1.48017100442e-09,5.13378197132e-09,4.41021737315e-14,3.01964611888e-15,2.83199367277e-15
0.743,1.48611727561e-09,3.12761427916e-09,1.86345738962e-09,6.47724473768e-09,5.25007477623e-14,3.29305416857e-15,4.87437645585e-15
0.7435,1.83792996048e-09,3.86476798469e-09,2.29867732867e-09,8.00143790369e-09,5.93137076541e-14,3.31724033548e-15,6.95427602223e-15
0.744,2.21412631797e-09,4.64381801176e-09,2.76129673741e-09,9.61930672697e-09,6.26531248403e-14,3.00869814226e-15,7.75019900145e-15
0.7445,2.58156871229e-09,5.39562574159e-09,3.21058357243e-09,1.11878408079e-08,6.04307000846e-14,2.35403381712e-15,7.74570295056e-15
0.745,2.89503572402e-09,6.02999937605e-09,3.59198049133e-09,1.25170680111e-08,5.09607804392e-14,1.46338290281e-15,1.15970262365e-14
0.7455,3.10469402783e-09,6.45080344082e-09,3.84614056807e-09,1.34016723911e-08,3.37731897933e-14,5.86681796386e-16,1.45454259531e-14
0.746,3.169077593e-09,6.57960408738e-09,3.92403642486e-09,1.36727284477e-08,1.02956480267e-14,5.22723684016e-17,1.48623924582e-14
0.7465,3.0692698278e-09,6.38035498164e-09,3.80322079523e-09,1.32528296618e-08,-1.60659527341e-14,1.27382899255e-16,1.27394941113e-14
0.747,2.81724224372e-09,5.87408354941e-09,3.49743546869e-09,1.21887213965e-08,-4.07314115935e-14,8.68699931492e-16,8.80591037372e-15
0.7475,2.45315522501e-09,5.13536007706e-09,3.05379094531e-09,1.06422489059e-08,-5.94064466393e-14,2.06654228427e-15,5.58849638115e-15
0.748,2.0325888243e-09,4.27113600251e-09,2.5383801901e-09,8.84203885573e-09,-6.94944212196e-14,3.33437482783e-15,1.13506887266e-14
0.7485,1.61033641756e-09,3.39152039894e-09,2.01748687098e-09,7.01927723394e-09,-7.07416094084e-14,4.28896135196e-15,1.36385755391e-14
0.749,1.22808315659e-09,2.58487240514e-09,1.54268483935e-09,5.3555802136e-09,-6.48916571617e-14,4.70477741631e-15,1.11644227934e-14
0.7495,9.09464225875e-10,1.90512592498e-09,1.1442329577e-09,3.95877296496e-09,-5.4705811372e-14,4.56254097179e-15,6.74501822668e-15
0.75,6.61572857603e-10,1.37192801112e-09,8.32199539036e-10,2.86566146908e-09,-4.29357029769e-14,3.99716968845e-15,3.17077974662e-15
0.7505,4.79850239159e-10,9.79030239484e-10,6.01995165271e-10,2.06084718757e-09,-3.16611352407e-14,3.20485193182e-15,1.20414712001e-15
0.751,3.53503418125e-10,7.05260574312e-10,4.40903186956e-10,1.49964746292e-09,-2.20819970769e-14,2.36554783788e-15,3.79323376637e-16
0.7515,2.69830520334e-10,5.24065300343e-10,3.33485137796e-10,1.12736793039e-09,-1.46323390014e-14,1.60427252472e-15,1.19543453912e-16
0.752,2.16973187751e-10,4.0995088759e-10,2.65116577445e-10,8.92032410443e-10,-9.22864081412e-15,9.86304855046e-16,7.35834461939e-17
0.7525,1.85281345512e-10,3.41864343918e-10,2.2379457476e-10,7.50935279602e-10,-5.5153348474e-15,5.30751206051e-16,4.9734386531e-17
0.753,1.67720405436e-10,3.04340403271e-10,2.00718470436e-10,6.7277646371e-10,-3.0443176492e-15,2.28888250827e-16,4.21314187964e-17
0.7535,1.59747320348e-10,2.87356779262e-10,1.90176684673e-10,6.37279465291e-10,-1.37875244154e-15,5.97619452403e-17,3.69543534228e-17
0.754,1.58974501434e-10,2.85641717468e-10,1.89147227787e-10,6.33763310164e-10,-1.37174893645e-16,6.52728192267e-19,3.39372220647e-17
0.7545,1.64817924048e-10,2.97908049957e-10,1.96866293959e-10,6.5959330135e-10,1.00058041668e-15,3.2807750802e-17,3.63529600303e-17
0.755,1.78227418873e-10,3.26258499417e-10,2.14494845989e-10,7.1898321511e-10,2.30704192184e-15,1.43791866867e-16,4.19399893503e-17
0.7555,2.01537302258e-10,3.75846864672e-10,2.44930599276e-10,8.2231912147e-10,4.02752695049e-15,3.27739957492e-16,5.45828031211e-17
0.756,2.38431155122e-10,4.54778566865e-10,2.92757513596e-10,9.85974219253e-10,6.39934337426e-15,5.84329868076e-16,7.01563508893e-17
0.7565,2.93982167265e-10,5.74162362391e-10,3.64284266992e-10,1.23243937726e-09,9.66385888795e-15,9.16760464476e-16,8.54639303121e-17
0.757,3.74704665561e-10,7.48150826453e-10,4.67586174645e-10,1.59045706057e-09,1.40653616774e-14,1.32855831458e-15,9.36818439663e-17
0.7575,4.8851307873e-10,9.93709512034e-10,6.12413821518e-10,2.09465806017e-09,1.98292398262e-14,1.81865994924e-15,2.38556665199e-16
0.758,6.44415353102e-10,1.32972523519e-09,8.09753371051e-10,2.78392344242e-09,2.71088096796e-14,2.37429549323e-15,6.47790469269e-16
0.7585,8.51696252561e-10,1.77492068543e-09,1.07073077831e-09,3.69738656696e-09,3.58892009295e-14,2.96153625916e-15,1.5876751682e-15
0.759,1.11825398118e-09,2.34395581239e-09,1.40447058921e-09,4.86672973939e-09,4.58416459594e-14,3.51518981974e-15,3.46007537943e-15
0.7595,1.44775165965e-09,3.04123486262e-09,1.81455281177e-09,6.30359940563e-09,5.61392869376e-14,3.93289699603e-15,6.53643466935e-15
0.76,1.83546368037e-09,3.85257867332e-09,2.29401448963e-09,7.98212621107e-09,6.52864550279e-14,4.0826352054e-15,1.02985247283e-14
0.7605,2.26332131197e-09,4.73632766837e-09,2.81963255137e-09,9.81935643933e-09,7.10742977193e-14,3.83592666963e-15,1.27765263918e-14
0.761,2.69587486789e-09,5.61752029453e-09,3.34759469776e-09,1.16610638187e-08,7.0829786571e-14,3.1330288717e-15,1.14075076967e-14
0.7615,3.08030047607e-09,6.39058355894e-09,3.81412451281e-09,1.32850727066e-08,6.21004611757e-14,2.06454005259e-15,1.51549102044e-14
0.762,3.35395933701e-09,6.93539433255e-09,4.14479393597e-09,1.44341922441e-08,4.3727231731e-14,9.19183918411e-16,2.00819788858e-14
0.7625,3.46048667139e-09,7.14662938858e-09,4.27325789264e-09,1.48803909819e-08,1.69075287314e-14,1.29967967902e-16,2.1382154131e-14
0.763,3.36964995366e-09,6.96777482722e-09,4.16389986005e-09,1.45013102929e-08,-1.44357023565e-14,9.42132957032e-17,1.85873452047e-14
0.7635,3.090975402e-09,6.41441262224e-09,3.82737564094e-09,1.33327200918e-08,-4.45171847805e-14,9.47859683034e-16,1.26780977752e-14
0.764,2.67234343129e-09,5.57343365229e-09,3.31938877222e-09,1.15651006868e-08,-6.76189648058e-14,2.45236446464e-15,9.00433970007e-15
0.7645,2.18353975278e-09,4.57683881834e-09,2.72238889231e-09,9.48269143371e-09,-8.01246523273e-14,4.09683419275e-15,1.92970029604e-14
0.765,1.69401904143e-09,3.56271750023e-09,2.12002752376e-09,7.37668787109e-09,-8.15454331059e-14,5.35267226795e-15,2.33102891102e-14
0.7655,1.25589052726e-09,2.64129283571e-09,1.57668976061e-09,5.47380491212e-09,-7.41146483543e-14,5.904199427e-15,1.85969403939e-14
0.766,8.97414079983e-10,1.87783970812e-09,1.12871967139e-09,3.90391774637e-09,-6.14368464205e-14,5.72421905568e-15,1.06932082004e-14
0.7665,6.2549862775e-10,1.29338372507e-09,7.86406733695e-10,2.70524702226e-09,-4.70627189415e-14,4.99865787499e-15,4.68853742722e-15
0.767,4.32600673344e-10,8.76489545079e-10,5.41784323194e-10,1.85084493456e-09,-3.35992354366e-14,3.99224815732e-15,1.63013354172e-15
0.7675,3.03978354192e-10,5.98037142857e-10,3.77393739712e-10,1.2793897087e-09,-2.24684476673e-14,2.94041464057e-15,4.61888760204e-16
0.768,2.23202656337e-10,4.23544226042e-10,2.73209448629e-10,9.19944227022e-10,-1.41034592735e-14,1.99948413551e-15,1.08537107795e-16
0.7685,1.75451136068e-10,3.21035369715e-10,2.10910080876e-10,7.07389526471e-10,-8.30487492461e-15,1.2446918861e-15,5.18722976899e-17
0.769,1.489691351e-10,2.64796289511e-10,1.75847532566e-10,5.89609077774e-10,-4.5711402034e-15,6.91740354323e-16,3.95403450108e-17
0.7695,1.35340733112e-10,2.36294921254e-10,1.57477106779e-10,5.29110757479e-10,-2.32627939733e-15,3.22615191988e-16,3.1523178165e-17
0.77,1.2915111127e-10,2.23576284571e-10,1.48981917997e-10,5.01708377482e-10,-1.04243714953e-15,1.0608235808e-16,2.6384229274e-17
0.7705,1.27438590964e-10,2.20099166723e-10,1.46609570889e-10,4.94147054298e-10,-2.8487398167e-16,1.05968050811e-17,2.34551893424e-17
0.771,1.29171329892e-10,2.23588305321e-10,1.49027176073e-10,5.01787111339e-10,2.8922240375e-16,1.08314039697e-17,2.42420829504e-17
0.7715,1.34859164079e-10,2.35176092141e-10,1.5684004419e-10,5.26876344332e-10,9.53876046459e-16,9.00466108618e-17,2.73083422195e-17
0.772,1.46336847469e-10,2.5892061193e-10,1.72321527623e-10,5.77581171699e-10,1.94447753654e-15,2.40200846008e-16,3.14020524536e-17
0.7725,1.66713573221e-10,3.01686670987e-10,1.99347514352e-10,6.67751706385e-10,3.48683788966e-15,4.60988357228e-16,3.8235914272e-17
0.773,2.00461188545e-10,3.73322287116e-10,2.43499906136e-10,8.17289961047e-10,5.82095582999e-15,7.58296348674e-16,5.55119982642e-17
0.7735,2.53595727943e-10,4.87019367643e-10,3.12279286612e-10,1.05290473976e-09,9.21553807222e-15,1.14202551919e-15,7.45058650734e-17
0.774,3.33882885098e-10,6.59678202192e-10,4.15334654947e-10,1.4089113333e-09,1.39684036408e-14,1.62266693012e-15,9.09171284265e-17
0.7745,4.50945470273e-10,9.11981963564e-10,5.64551287121e-10,1.9275013094e-09,2.03827736768e-14,2.20568531259e-15,2.92571956245e-16
0.775,6.16081560867e-10,1.26769621894e-09,7.73744243675e-10,2.65755361097e-09,2.87049948218e-14,2.88252446211e-15,8.54497001586e-16
0.7755,8.41462651057e-10,1.75147800388e-09,1.05754916256e-09,3.65053243974e-09,3.90046567631e-14,3.61770001434e-15,2.24941118791e-15
0.776,1.13824025733e-09,2.38428082344e-09,1.42894690866e-09,4.95152330359e-09,5.09811695483e-14,4.33334415636e-15,5.24959511083e-15
0.7765,1.5130018282e-09,3.1755013251e-09,1.89482100287e-09,6.58339275482e-09,6.37021001219e-14,4.89750494797e-15,1.0566092272e-14
0.777,1.96223147516e-09,4.11177580203e-09,2.44927058863e-09,8.52335832828e-09,7.5335037372e-14,5.12964226874e-15,1.75889949036e-14
0.7775,2.46525037007e-09,5.14429925426e-09,3.06546297003e-09,1.06751004645e-08,8.3030882479e-14,4.84364750887e-15,2.27380675324e-14
0.778,2.97793985193e-09,6.17974085426e-09,3.68889055327e-09,1.28466584101e-08,8.32157341063e-14,3.94221445629e-15,2.06645749232e-14
0.7785,3.4319534446e-09,7.08290086694e-09,4.23738655313e-09,1.47523159326e-08,7.25357248336e-14,2.54270414042e-15,2.39953524173e-14
0.779,3.74509735221e-09,7.69878320344e-09,4.6139043704e-09,1.60578353831e-08,4.9414757608e-14,1.05524745758e-15,3.16538313031e-14
0.7795,3.84468684472e-09,7.894179471e-09,4.73348185375e-09,1.64723638711e-08,1.56148319949e-14,9.98932326223e-17,3.29466543023e-14
0.78,3.69618194954e-09,7.60527489864e-09,4.5555864538e-09,1.58570202263e-08,-2.32885607787e-14,2.22886695456e-16,2.7383064078e-14
0.7805,3.32098047197e-09,6.86751557698e-09,4.10430214494e-09,1.42927404089e-08,-5.93332945489e-14,1.55415587954e-15,1.73071802658e-14
0.781,2.79050290511e-09,5.80873550434e-09,3.46232473925e-09,1.20614817014e-08,-8.51138807489e-14,3.67046765414e-15,2.19262169456e-14
0.7815,2.19926650391e-09,4.60691459606e-09,2.74113288139e-09,9.54722317171e-09,-9.66112529362e-14,5.80506097552e-15,4.01318010128e-14
0.782,1.63339150355e-09,3.43466824962e-09,2.04475837854e-09,7.1127311298e-09,-9.42540734476e-14,7.25481770021e-15,4.1769068266e-14
0.7825,1.15041994903e-09,2.41694785139e-09,1.44506213804e-09,5.01235576172e-09,-8.18620792925e-14,7.68680011398e-15,2.8584075482e-14
0.783,7.75186946922e-10,1.61554701131e-09,9.7509607705e-10,3.36577271289e-09,-6.4500101368e-14,7.17830747565e-15,1.39573208134e-14
0.7835,5.06800368324e-10,1.03718719841e-09,6.36105908655e-10,2.18005294151e-09,-4.6587921513e-14,6.05423522107e-15,5.11980086419e-15
0.784,3.29321619115e-10,6.53161350666e-10,4.09934395009e-10,1.39239107801e-09,-3.09718833624e-14,4.68515878731e-15,1.45724903498e-15
0.7845,2.21124052993e-10,4.19330721712e-10,2.70547768063e-10,9.10987005664e-10,-1.88943882108e-14,3.357299843e-15,3.27450231914e-16
0.785,1.61061668024e-10,2.90562882571e-10,1.91946224697e-10,6.43562570275e-10,-1.04382934329e-14,2.2332808681e-15,5.82784078699e-17
0.7855,1.31567312024e-10,2.28560649977e-10,1.52289820596e-10,5.12414096528e-10,-5.05682711042e-15,1.37076000721e-15,3.34789772402e-17
0.786,1.19578068763e-10,2.04575429971e-10,1.35233592407e-10,4.59385867435e-10,-1.9845830914e-15,7.60878970896e-16,2.31231524271e-17
0.7865,1.16254053784e-10,1.99084886287e-10,1.29664352768e-10,4.45003174912e-10,-4.8140236317e-16,3.63476111657e-16,2.19500117951e-17
0.787,1.16188557899e-10,2.00147010997e-10,1.2875234093e-10,4.45088101993e-10,6.11814166229e-17,1.30986722397e-16,1.93479265812e-17
0.7875,1.16544870626e-10,2.01505025146e-10,1.28886155146e-10,4.46936171946e-10,9.97912320038e-17,2.12383355832e-17,1.42301535139e-17
0.788,1.16334137763e-10,2.00983858958e-10,1.28775472791e-10,4.46093434648e-10,-3.74612456036e-17,2.59778951319e-18,1.1176599739e-17
0.7885,1.15912853116e-10,1.99375804759e-10,1.28825995943e-10,4.44114596886e-10,-1.11795935831e-16,5.48639663133e-17,1.3152727605e-17
0.789,1.16707943432e-10,1.99833726979e-10,1.30797339881e-10,4.47339245514e-10,6.68969099632e-17,1.68325108384e-16,1.6122425118e-17
0.7895,1.21146809438e-10,2.07719057879e-10,1.37715949765e-10,4.66582836021e-10,6.76583582959e-16,3.42355917863e-16,2.01585371117e-17
0.79,1.32763896643e-10,2.30835877686e-10,1.54006186826e-10,5.17608459261e-10,1.91398046666e-15,5.84125977214e-16,2.52009242467e-17
0.7905,1.56455107351e-10,2.79982008739e-10,1.85802289476e-10,6.22244333028e-10,4.020031416e-15,9.07431933894e-16,3.40507244796e-17
0.791,1.98846161806e-10,3.69732432523e-10,2.41396981395e-10,8.09984205372e-10,7.29844319785e-15,1.33120649787e-15,5.52206189303e-17
0.7915,2.68727110011e-10,5.19309663807e-10,3.31756179165e-10,1.11980695233e-09,1.21225715357e-14,1.87678422446e-15,7.60720289929e-17
0.792,3.77441925255e-10,7.53264632841e-10,4.70954665183e-10,1.60168270576e-09,1.89199989416e-14,2.562490202e-15,2.69719007328e-16
0.7925,5.39033628987e-10,1.10143943056e-09,6.76262219513e-10,2.31676678689e-09,2.81144482118e-14,3.39341821133e-15,8.99713314376e-16
0.793,7.69768833799e-10,1.59730297408e-09,9.67394439219e-10,3.33451058631e-09,3.9994897017e-14,4.34444056407e-15,2.68948207346e-15
0.7935,1.08639648264e-09,2.27331572432e-09,1.36413900981e-09,4.72391102915e-09,5.44765943077e-14,5.336225521e-15,7.10853427445e-15
0.794,1.50222051672e-09,3.15172808378e-09,1.88131295924e-09,6.5353385022e-09,7.07338178293e-14,6.20999758831e-15,1.61893339446e-14
0.7945,2.0200608617e-09,4.22976940914e-09,2.52013377563e-09,8.77005751183e-09,8.67502223502e-14,6.7186209876e-15,3.04790711441e-14
0.795,2.62197738011e-09,5.46055991115e-09,3.2562165379e-09,1.13388593672e-08,9.89778717317e-14,6.56765008119e-15,4.45027044729e-14
0.7955,3.25813935047e-09,6.73595774739e-09,4.02737474197e-09,1.40215798669e-08,1.02497523616e-13,5.54252376832e-15,4.55508636994e-14
0.796,3.8415697182e-09,7.88364571875e-09,4.72901609242e-09,1.64543273922e-08,9.21664591337e-14,3.71537100914e-15,3.98668931526e-14
0.7965,4.25898299943e-09,8.69272342999e-09,5.22802961564e-09,1.81798025474e-08,6.49069939821e-14,1.61914557968e-15,5.43609821328e-14
0.797,4.40386601436e-09,8.97227434263e-09,5.40088334131e-09,1.87770461982e-08,2.23444119139e-14,1.79987613418e-16,5.72878197788e-14
0.7975,4.22198090342e-09,8.62469117986e-09,5.18451804804e-09,1.80311623735e-08,-2.80228875426e-14,2.83437523077e-16,4.71592776223e-14
0.798,3.74193089364e-09,7.69498791195e-09,4.61059858464e-09,1.60474448042e-08,-7.47573632878e-14,2.18192162262e-15,2.85224927986e-14
0.7985,3.0666128584e-09,6.36230029634e-09,3.79713837221e-09,1.3225949636e-08,-1.07112273832e-13,5.22920992852e-15,5.21429145521e-14
0.799,2.32975245559e-09,4.87456184171e-09,2.90095240572e-09,1.01051553497e-08,-1.19575576835e-13,8.22986024948e-15,9.0244086211e-14
0.7995,1.64709799004e-09,3.46392572489e-09,2.06184310994e-09,7.17276354267e-09,-1.13409334466e-13,1.01325764408e-14,8.54743522054e-14
0.8,1.08881868428e-09,2.28671990543e-09,1.36832710401e-09,4.74378151748e-09,-9.46886680305e-14,1.05149749477e-14,5.14933961356e-14
0.8005,6.77985412179e-10,1.40722653086e-09,8.52793082414e-10,2.93794382022e-09,-7.07943636426e-14,9.58995459339e-15,2.13943090538e-14
0.801,4.04279579904e-10,8.16018444527e-10,5.05840394436e-10,1.72609867317e-09,-4.7642541166e-14,7.89704528952e-15,6.40165986898e-15
0.8015,2.40575576868e-10,4.6170421511e-10,2.95823795774e-10,9.98080961636e-10,-2.8606000444e-14,5.97992505669e-15,1.39589420345e-15
0.802,1.55673824051e-10,2.79323653252e-10,1.8481533763e-10,6.19802249742e-10,-1.47792534203e-14,4.21407043959e-15,2.15459770793e-16
0.8025,1.21644153082e-10,2.08463023033e-10,1.38245057905e-10,4.68349214142e-10,-5.80122075667e-15,2.78134517717e-15,4.10912623372e-17
0.803,1.16789930031e-10,2.01420506315e-10,1.29014685247e-10,4.47226187852e-10,-6.53613613554e-16,1.7198748016e-15,6.40373848783e-17
0.8035,1.25929662085e-10,2.24648212911e-10,1.38066369952e-10,4.88647031858e-10,1.79850280695e-15,9.88411065887e-16,8.15387796345e-17
0.804,1.39386891847e-10,2.56781074786e-10,1.53204277726e-10,5.49375292937e-10,2.53237268243e-15,5.16208495592e-16,8.87029843024e-17
0.8045,1.51593811013e-10,2.85557246401e-10,1.67371415747e-10,6.04524984217e-10,2.27890705157e-15,2.32154831502e-16,1.02272452117e-16
0.805,1.59773753315e-10,3.04887134934e-10,1.77010565282e-10,6.41673065353e-10,1.5340255727e-15,7.78026653299e-17,1.12494445725e-16
0.8055,1.62913862415e-10,3.12562297979e-10,1.80782043575e-10,6.56258824448e-10,6.09849401079e-16,1.06353065045e-17,1.0917068844e-16
0.806,1.61060473091e-10,3.08691154025e-10,1.78684293732e-10,6.48435616601e-10,-3.07019703929e-16,2.77793370442e-18,9.56977823808e-17
0.8065,1.54897727166e-10,2.94770579936e-10,1.71528695889e-10,6.21195936733e-10,-1.10450870959e-15,3.8255501762e-17,7.86978311294e-17
0.807,1.45551626938e-10,2.73259146494e-10,1.60695543312e-10,5.79504722307e-10,-1.70481544681e-15,1.1038149854e-16,5.70239520751e-17
0.8075,1.34568531948e-10,2.47537544542e-10,1.48107876732e-10,5.30212139811e-10,-2.03331777749e-15,2.19907576553e-16,3.54356233484e-17
0.808,1.24035910161e-10,2.2218380175e-10,1.36382858211e-10,4.82600950895e-10,-1.99329771852e-15,3.74071215517e-16,1.78715481541e-17
0.8085,1.1683211865e-10,2.03534498031e-10,1.29144411004e-10,4.495101712e-10,-1.44293203463e-15,5.86446904975e-16,1.04447632726e-17
0.809,1.17007325473e-10,2.00537763618e-10,1.31499802791e-10,4.49045597392e-10,-1.71868080904e-16,8.77379008213e-16,1.48569578948e-17
0.8095,1.30312914434e-10,2.25915153326e-10,1.50697534494e-10,5.06929000438e-10,2.12358512317e-15,1.27459935306e-15,2.00077652471e-17
0.81,1.64887234344e-10,2.97633097521e-10,1.9696967909e-10,6.59497689505e-10,5.86525219745e-15,1.81329897361e-15,3.94996874293e-17
0.8105,2.32067811268e-10,4.40596997334e-10,2.84514716722e-10,9.57193670318e-10,1.16107665503e-14,2.53423094035e-15,8.45203356088e-17
0.811,3.47238821198e-10,6.8825327727e-10,4.3248052496e-10,1.46799614643e-09,2.00457174665e-14,3.47730043219e-15,3.8872205422e-16
0.8115,5.3044596221e-10,1.08335627902e-09,6.65579613792e-10,2.2794184377e-09,3.19162026559e-14,4.66653705118e-15,1.5430704132e-15
0.812,8.06212213766e-10,1.67641524168e-09,1.01357379504e-09,3.49625517296e-09,4.78416290864e-14,6.08110807732e-15,5.35104594098e-15
0.8125,1.20142926122e-09,2.51933742637e-09,1.5082261232e-09,5.22906834754e-09,6.79283539509e-14,7.60944801939e-15,1.6075557091e-14
0.813,1.73947572313e-09,3.65095161278e-09,2.17559200922e-09,7.56611945191e-09,9.11162497334e-14,8.99411965781e-15,4.07167145323e-14
0.8135,2.42832876355e-09,5.07168303804e-09,3.02138758824e-09,1.05215234905e-08,1.14308699202e-13,9.80197735757e-15,8.27863947913e-14
0.814,3.24166282433e-09,6.70917014984e-09,4.00909382468e-09,1.39600679361e-08,1.31650487807e-13,9.49623022003e-15,2.67223783791e-14
0.8145,4.09729037506e-09,8.38717047132e-09,5.03679483417e-09,1.75213981604e-08,1.34802165927e-13,7.70127902482e-15,5.84305146585e-14
0.815,4.84784869124e-09,9.82377794594e-09,5.92970653644e-09,2.06014530848e-08,1.15303275015e-13,4.64481999359e-15,9.47938559245e-14
0.8155,5.30699423796e-09,1.06879714972e-08,6.47247618047e-09,2.24675126501e-08,6.92520594188e-14,1.48337921329e-15,7.38048944876e-15
0.816,5.3212241054e-09,1.07168389505e-08,6.48973097399e-09,2.25277961819e-08,2.15050515156e-15,1.54084346758e-18,2.03287907341e-20
0.8165,4.85440099854e-09,9.84249414884e-09,5.93871360276e-09,2.06355398927e-08,-7.0348598762e-14,1.52536836314e-15,8.13473840697e-14
0.817,4.01896209474e-09,8.24435984346e-09,4.94473614934e-09,1.72079354382e-08,-1.28431895596e-13,5.80528460901e-15,9.58398196417e-14
0.8175,3.02149075495e-09,6.28036963231e-09,3.7443790608e-09,1.30460926427e-08,-1.57806474328e-13,1.10037863839e-14,1.1935392182e-14
0.818,2.06601813181e-09,4.339075326e-09,2.57915362617e-09,8.98410598833e-09,-1.56017265765e-13,1.49219241318e-14,2.28138837574e-15
0.8185,1.28514818817e-09,2.70688399733e-09,1.6138982574e-09,5.60581552553e-09,-1.31240691942e-13,1.63234052294e-14,1.46609544708e-15
0.819,7.26722990432e-10,1.51435995541e-09,9.14734382569e-10,3.15573666536e-09,-9.59653137141e-14,1.53048068213e-14,6.55719510807e-14
0.8195,3.77117678516e-10,7.58401931049e-10,4.7142895482e-10,1.60690042281e-09,-6.09150464946e-14,1.27739233972e-14,1.6665342744e-14
0.82,1.92520298512e-10,3.58619839797e-10,2.33432745129e-10,7.84550326113e-10,-3.23003686581e-14,9.74309829523e-15,2.63105797593e-15
0.8205,1.22545750572e-10,2.10207432365e-10,1.39499212324e-10,4.72247226365e-10,-1.20906018754e-14,6.92171280609e-15,2.78288439656e-16
0.821,1.23116120304e-10,2.17133681574e-10,1.34909643689e-10,4.75164503656e-10,4.12384768605e-16,4.64571070869e-15,1.70392535801e-16
0.8215,1.61133661149e-10,3.06120302974e-10,1.78203216867e-10,6.45467190414e-10,7.03116772706e-15,2.97827216565e-15,2.81175974973e-16
0.822,2.14493287085e-10,4.28157066058e-10,2.41578544262e-10,8.84240448439e-10,9.71126058984e-15,1.83980423923e-15,4.28646105156e-16
0.8225,2.70029809366e-10,5.54204587591e-10,3.08424988912e-10,1.13267054455e-09,1.00551121663e-14,1.10361851003e-15,6.84926087743e-16
0.823,3.20941384693e-10,6.69419625156e-10,3.70111028736e-10,1.36048188888e-09,9.20256377022e-15,6.47802922144e-16,9.50348943963e-16
0.8235,3.64503858607e-10,7.67990641664e-10,4.23119600251e-10,1.5556223551e-09,7.87929679515e-15,3.75372750955e-16,1.19523802748e-15
0.824,4.00353344747e-10,8.4927717862e-10,4.66893919926e-10,1.71653116154e-09,6.50120631522e-15,2.17158694799e-16,1.40322527361e-15
0.8245,4.2932898489e-10,9.1524234817e-10,5.02390709835e-10,1.84696744816e-09,5.27802102739e-15,1.27374597258e-16,1.56998064993e-15
0.825,4.52766457678e-10,9.68903153105e-10,5.31198763404e-10,1.95287274638e-09,4.2949655324e-15,7.736667836e-17,1.69934968603e-15
0.8255,4.72109304159e-10,1.01348769582e-09,5.55054185416e-10,2.04065480475e-09,3.56948995593e-15,5.00064112761e-17,1.79942324062e-15
0.826,4.88724640108e-10,1.05204099375e-09,5.7560975023e-10,2.11637850669e-09,3.08728792389e-15,3.54691375172e-17,1.87980666731e-15
0.8265,5.03840378095e-10,1.08729472138e-09,5.94355000747e-10,2.18549295193e-09,2.82349867138e-15,2.83663331909e-17,1.95013750699e-15
0.827,5.18549619483e-10,1.12168152952e-09,6.12619620595e-10,2.2528535497e-09,2.7543292702e-15,2.59374991271e-17,2.01961792559e-15
0.8275,5.33849644572e-10,1.15742357679e-09,6.31619870306e-10,2.32289598152e-09,2.86303705908e-15,2.69846122136e-17,2.09711127587e-15
0.828,5.50698254223e-10,1.196658255e-09,6.5252679418e-10,2.39988647745e-09,3.14291984471e-15,3.12967251701e-17,2.19174518487e-15
0.8285,5.70080603814e-10,1.24158560456e-09,6.76547451415e-10,2.48821729807e-09,3.59907650823e-15,3.93922318943e-17,2.31378230377e-15
0.829,5.93085566923e-10,1.29463616176e-09,7.05018125788e-10,2.59274415681e-09,4.25005737463e-15,5.24776284913e-17,2.47591118614e-15
0.8295,6.20995699567e-10,1.35866759022e-09,7.39514342824e-10,2.71918283515e-09,5.13018593943e-15,7.25756537758e-17,2.69510976036e-15
0.83,6.55398735983e-10,1.43720661014e-09,7.81987269531e-10,2.87459901143e-09,6.2932072708e-15,1.02818653978e-16,2.99563027379e-15
0.8305,6.98332842985e-10,1.53476126773e-09,8.34941218206e-10,3.06804329452e-09,7.81794978027e-15,1.47939239787e-16,3.4136986315e-15
0.831,7.52483310036e-10,1.65723917255e-09,9.01673513217e-10,3.31140602734e-09,9.81686607371e-15,2.15025643573e-16,4.00721122951e-15
