B_t,E0_hz,E1_hz,E2_hz,E3_hz,E4_hz,E5_hz,E6_hz,E7_hz,E8_hz,E9_hz,E10_hz,E11_hz,E12_hz,E13_hz,E14_hz,E15_hz
0.56,-8426614972.56,-8268751184.53,-8107920504.35,-7943982848.42,-7776784281.48,-7606155036.95,-7431907158.65,-7253831671.95,7311962913.71,7470658965.2,7626936371.76,7780983045.02,7932968720.79,8083047316.57,8231358910.79,8378031415.05
0.5625,-8461666698.28,-8303745983.69,-8142867539.21,-7978892422.49,-7811668013.45,-7641026068.48,-7466780404.43,-7288724122.62,7347004438.79,7505642181.91,7661876195.13,7815892617.35,7967859661.51,8117929930,8266242359.95,8412923868.01
0.565,-8496718732.28,-8338741341.82,-8177815314.16,-8013802834.38,-7846552580.83,-7675897812.6,-7501654094.7,-7323616573.75,7382046407.59,7540626110.72,7696816853.68,7850803027.5,8002751342.59,8152813102.92,8301126118.12,8447816321.4
0.5675,-8531771070.72,-8373737251.85,-8212763819.67,-8048714073.06,-7881437972.42,-7710770259.56,-7536528223.23,-7358509025.33,7417088813.88,7575610741.86,7731758336.21,7885714264.47,8037643754.49,8187696828.24,8336010181.46,8482708775.21
0.57,-8566823709.83,-8408733706.83,-8247713046.35,-8083626127.71,-7916324177.2,-7745643399.76,-7571402783.9,-7393401477.35,7452131651.57,7610596065.76,7766700631.7,7920626317.44,8072536887.83,8222581099,8370894546.19,8517601229.44
0.5725,-8601876645.89,-8443730699.91,-8282662984.97,-8118538987.69,-7951211184.37,-7780517223.77,-7606277770.72,-7428293929.81,7487174914.65,7645582072.99,7801643729.35,7955539175.76,8107430733.37,8257465908.36,8405779208.58,8552493684.07
0.575,-8636929875.27,-8478728224.37,-8317613626.49,-8153452642.57,-7986098983.3,-7815391722.36,-7641153177.77,-7463186382.7,7522218597.24,7680568754.32,7836587618.54,7990452829,8142325282.07,8292351249.57,8440664164.98,8587386139.11
0.5775,-8671983394.36,-8513726273.58,-8352564961.98,-8188367082.07,-8020987563.55,-7850266886.45,-7676028999.29,-7498078836.01,7557262693.56,7715556100.67,7871532288.83,8025367266.87,8177220524.99,8327237116.02,8475549411.8,8622278594.55
0.58,-8707037199.65,-8548724841.06,-8387516982.69,-8223282296.09,-8055876914.88,-7885142707.1,-7710905229.58,-7532971289.75,7592307197.95,7750544103.13,7906477729.98,8060282479.29,8212116453.38,8362123501.2,8510434945.49,8657171050.38
0.5825,-8742091287.65,-8583723920.39,-8422469680.01,-8258198274.71,-8090767027.19,-7920019175.57,-7745781863.08,-7567863743.91,7627352104.83,7785532752.95,7941423931.91,8095198456.34,8247013058.63,8397010398.7,8545320762.57,8692063506.6
0.585,-8777145654.95,-8618723505.28,-8457423045.46,-8293115008.19,-8125657890.6,-7954896283.24,-7780658894.3,-7602756198.47,7662397408.74,7820522041.52,7976370884.71,8130115188.25,8281910332.25,8431897802.21,8580206859.61,8726955963.2
0.5875,-8812200298.19,-8653723589.54,-8492377070.71,-8328032486.92,-8160549495.38,-7989774021.66,-7815536317.86,-7637648653.44,7697443104.31,7855511960.39,8011318578.67,8165032665.45,8316808265.91,8466785705.55,8615093233.25,8761848420.18
0.59,-8847255214.05,-8688724167.09,-8527331747.58,-8362950701.49,-8195441831.95,-8024652382.53,-7850414128.5,-7672541108.8,7732489186.27,7890502501.26,8046267004.22,8199950878.5,8351706851.42,8501674102.62,8649979880.16,8796740877.53
0.5925,-8882310399.28,-8723725231.91,-8562287068,-8397869642.63,-8230334890.92,-8059531357.68,-7885292321.02,-7707433564.56,7767535649.44,7925493655.98,8081216151.97,8234869818.13,8386606080.73,8536562987.41,8684866797.07,8831633335.26
0.595,-8917365850.68,-8758726778.13,-8597243024.05,-8432789301.21,-8265228663.05,-8094410939.09,-7920170890.32,-7742326020.71,7802582488.74,7960485416.54,8116166012.68,8269789475.24,8421505945.89,8571452354.03,8719753980.79,8866525793.34
0.5975,-8952421565.09,-8793728799.94,-8632199607.93,-8467709668.29,-8300123139.26,-8129291118.88,-7955049831.4,-7777218477.25,7837629699.16,7995477775.05,8151116577.26,8304709840.85,8456406439.12,8606342196.66,8754641428.14,8901418251.79
0.6,-8987477539.41,-8828731291.63,-8667156811.98,-8502630735.04,-8335018310.62,-8164171889.31,-7989929139.35,-7812110934.16,7872677275.81,8030470723.79,8186067836.79,8339630906.16,8491307552.74,8641232509.61,8789529136.02,8936310710.59
0.6025,-9022533770.57,-8863734247.59,-8702114628.66,-8537552492.8,-8369914168.34,-8199053242.77,-8024808809.34,-7847003391.45,7907725213.85,8065464255.13,8221019782.5,8374552662.49,8526209279.21,8676123287.23,8824417101.35,8971203169.75
0.605,-9057590255.58,-8898737662.28,-8737073050.53,-8572474933.04,-8404810703.81,-8233935171.77,-8059688836.61,-7881895849.11,7942773508.56,8100458361.61,8255972405.76,8409475101.33,8561111611.09,8711014524.01,8859305321.13,9006095629.25
0.6075,-9092646991.47,-8933741530.26,-8772032070.3,-8607398047.38,-8439707908.52,-8268817668.96,-8094569216.52,-7916788307.13,7977822155.27,8135453035.88,8290925698.07,8444398214.27,8596014541.09,8745906214.49,8894193792.38,9040988089.09
0.61,-9127703975.32,-8968745846.18,-8806991680.78,-8642321827.56,-8474605774.13,-8303700727.11,-8129449944.47,-7951680765.52,8012871149.41,8170448270.71,8325879651.1,8479321993.08,8630918062.01,8780798353.31,8929082512.18,9075880549.27
0.6125,-9162761204.27,-9003750604.78,-8841951874.9,-8677246265.47,-8509504292.44,-8338584339.12,-8164331015.96,-7986573224.26,8047920486.49,8205444059,8360834256.63,8514246429.63,8665822166.78,8815690935.2,8963971477.66,9110773009.79
0.615,-9197818675.48,-9038755800.85,-8876912645.7,-8712171353.13,-8544403455.36,-8373468497.99,-8199212426.57,-8021465683.35,8082970162.09,8240440393.77,8395789506.6,8549171515.95,8700726848.44,8850583954.96,8998860685.98,9145665470.64
0.6175,-9232876386.18,-9073761429.29,-8911873986.33,-8747097082.68,-8579303254.96,-8408353196.85,-8234094171.94,-8056358142.79,8118020171.87,8275437268.15,8430745393.07,8584097244.17,8735632100.13,8885477407.48,9033750134.35,9180557931.81
0.62,-9267934333.63,-9108767485.07,-8946835890.04,-8782023446.38,-8614203683.43,-8443238428.95,-8268976247.81,-8091250602.57,8153070511.55,8310434675.38,8465701908.22,8619023606.57,8770537915.12,8920371287.72,9068639820.02,9215450393.31
0.6225,-9302992515.11,-9143773963.24,-8981798350.21,-8816950436.64,-8649104733.07,-8478124187.65,-8303858649.96,-8126143062.7,8188121176.94,8345432608.84,8500659044.38,8653950595.53,8805444286.76,8955265590.74,9103529740.29,9250342855.12
0.625,-9338050927.99,-9178780858.92,-9016761360.3,-8851878045.97,-8684006396.34,-8513010466.4,-8338741374.27,-8161035523.16,8223172163.91,8380431061.98,8535616793.98,8688878203.58,8840351208.52,8990160311.64,9138419892.49,9285235317.25
0.6275,-9373109569.63,-9213788167.32,-9051724913.88,-8886806266.99,-8718908665.79,-8547897258.79,-8373624416.66,-8195927983.94,8258223468.41,8415430028.38,8570575149.59,8723806423.34,8875258673.97,9025055445.63,9173310273.99,9320127779.69
0.63,-9408168437.46,-9248795883.7,-9086689004.62,-8921735092.47,-8753811534.11,-8582784558.48,-8408507773.15,-8230820445.06,8293275086.45,8450429501.74,8605534103.9,8758735247.57,8910166676.77,9059950987.97,9208200882.22,9355020242.44
0.6325,-9443227528.94,-9283804003.42,-9121653626.29,-8956664515.26,-8788714994.09,-8617672359.27,-8443391439.81,-8265712906.5,8328327014.11,8485429475.82,8640493649.71,8793664669.12,8945075210.69,9094846934,9243091714.62,9389912705.49
0.635,-9478286841.57,-9318812521.87,-9156618772.75,-8991594528.33,-8823619038.65,-8652560655.02,-8478275412.77,-8300605368.26,8363379247.53,8520429944.53,8675453779.92,8828594680.98,8979984269.59,9129743279.14,9277982768.7,9424805168.84
0.6375,-9513346372.87,-9353821434.56,-9191584437.96,-9026525124.78,-8858523660.81,-8687449439.74,-8513159688.24,-8335497830.33,8398431782.91,8555430901.84,8710414487.58,8863525276.23,9014893847.43,9164640018.85,9312874041.96,9459697632.49
0.64,-9548406120.43,-9388830737.03,-9226550615.96,-9061456297.8,-8893428853.71,-8722338707.49,-8548044262.47,-8370390292.72,8433484616.53,8590432341.85,8745375765.81,8898456448.05,9049803938.25,9199537148.7,9347765531.99,9494590096.43
0.6425,-9583466081.85,-9423840424.9,-9261517300.91,-9096388040.67,-8928334610.6,-8757228452.44,-8582929131.79,-8405282755.41,8468537744.72,8625434258.72,8780337607.87,8933388189.75,9084714536.19,9234434664.3,9382657236.38,9529482560.66
0.645,-9618526254.77,-9458850493.85,-9296484487.02,-9131320346.82,-8963240924.83,-8792118668.88,-8617814292.59,-8440175218.41,8503591163.86,8660436646.73,8815300007.1,8968320494.73,9119625635.48,9269332561.31,9417549152.77,9564375025.18
0.6475,-9653586636.88,-9493860939.64,-9331452168.62,-9166253209.73,-8998147789.85,-8827009351.14,-8652699741.3,-8475067681.71,8538644870.41,8695439500.24,8850262956.97,9003253356.5,9154537230.44,9304230835.5,9452441278.82,9599267489.98
0.65,-9688647225.87,-9528871758.07,-9366420340.11,-9201186623.01,-9033055199.21,-8861900493.69,-8687585474.44,-8509960145.3,8573698860.88,8730442813.7,8885226451.03,9038186768.64,9189449315.46,9339129482.66,9487333612.26,9634159955.06
0.6525,-9723708019.49,-9563882945.01,-9401388995.97,-9236120580.35,-9067963146.59,-8896792091.06,-8722471488.55,-8544852609.19,8608753131.82,8765446581.66,8920190482.95,9073120724.86,9224361885.02,9374028498.67,9522226150.8,9669052420.42
0.655,-9758769015.52,-9598894496.4,-9436358130.77,-9271055075.56,-9102871625.72,-8931684137.87,-8757357780.24,-8579745073.38,8643807679.85,8800450798.74,8955155046.47,9108055218.96,9259274933.7,9408927879.46,9557118892.23,9703944886.05
0.6575,-9793830211.77,-9633906408.24,-9471327739.16,-9305990102.52,-9137780630.47,-8966576628.82,-8792244346.2,-8614637537.84,8678862501.65,8835455459.64,8990120135.46,9142990244.83,9294188456.14,9443827621.01,9592011834.35,9738837351.96
0.66,-9828891606.08,-9668918676.57,-9506297815.87,-9340925655.22,-9172690154.77,-9001469558.71,-8827131183.13,-8649530002.59,8713917593.94,8870460559.17,9025085743.85,9177925796.44,9329102447.06,9478727719.37,9626904974.99,9773729818.13
0.6625,-9863953196.32,-9703931297.5,-9541268355.7,-9375861727.72,-9207600192.67,-9036362922.41,-8862018287.8,-8684422467.63,8748972953.51,8905466092.19,9060051865.7,9212861867.87,9364016901.28,9513628170.65,9661798312.01,9808622284.56
0.665,-9899014980.4,-9738944267.21,-9576239353.55,-9410798314.19,-9242510738.3,-9071256714.87,-8896905657.05,-8719314932.94,8784028577.17,8940472053.66,9095018495.12,9247798453.28,9398931813.67,9548528971.01,9696691843.33,9843514751.26
0.6675,-9934076956.23,-9773957581.9,-9611210804.35,-9445735408.87,-9277421785.87,-9106150931.1,-8931793287.73,-8754207398.52,8819084461.8,8975478438.61,9129985626.35,9282735546.91,9433847179.19,9583430116.66,9731585566.85,9878407218.21
0.67,-9969139121.79,-9808971237.86,-9646182703.16,-9480673006.1,-9312333329.69,-9141045566.23,-8966681176.79,-8789099864.38,8854140604.34,9010485242.15,9164953253.68,9317673143.1,9468762992.87,9618331603.89,9766479480.54,9913299685.42
0.6725,-10004201475.1,-9843985231.41,-9681155045.07,-9515611100.29,-9347245364.14,-9175940615.43,-9001569321.17,-8823992330.5,8889197001.76,9045492459.46,9199921371.51,9352611236.27,9503679249.8,9653233429.01,9801373582.38,9948192152.89
0.675,-10039264014.1,-9878999558.93,-9716127825.25,-9550549685.94,-9382157883.72,-9210836073.94,-9036457717.91,-8858884796.89,8924253651.07,9080500085.8,9234889974.31,9387549820.9,9538595945.17,9688135588.4,9836267870.39,9983084620.6
0.6775,-10074326736.8,-9914014216.86,-9751101038.96,-9585488757.64,-9417070882.96,-9245731937.11,-9071346364.07,-8893777263.54,8959310549.36,9115508116.49,9269859056.65,9422488891.6,9573513074.22,9723038078.49,9871162342.6,10017977088.6
0.68,-10109389641.5,-9949029201.69,-9786074681.5,-9620428310.03,-9451984356.52,-9280628200.31,-9106235256.75,-8928669730.45,8994367693.73,9150516546.94,9304828613.16,9457428443,9608430632.25,9757940895.77,9906056997.08,10052869556.8
0.6825,-10144452726,-9984044509.93,-9821048748.25,-9655368337.87,-9486898299.1,-9315524859.03,-9141124393.1,-8963562197.62,9029425081.34,9185525372.61,9339798638.58,9492368469.85,9643348614.65,9792844036.75,9940951831.94,10087762025.2
0.685,-10179515988.7,-10019060138.2,-9856023234.66,-9690308835.95,-9521812705.52,-9350421908.78,-9176013770.34,-8998454665.04,9064482709.4,9220534589.05,9374769127.68,9527308966.97,9678267016.86,9827747498.03,9975846845.28,10122654493.9
0.6875,-10214579427.6,-10054076083.1,-9890998136.25,-9725249799.18,-9556727570.63,-9385319345.18,-9210903385.68,-9033347132.71,9099540575.14,9255544191.85,9409740075.35,9562249929.23,9713185834.39,9862651276.22,10010742035.3,10157546962.8
0.69,-10249643040.9,-10089092341.3,-9925973448.58,-9760191222.5,-9591642889.39,-9420217163.9,-9245793236.43,-9068239600.62,9134598675.86,9290554176.68,9444711476.54,9597191351.61,9748105062.81,9897555368,10045637400.1,10192439432
0.6925,-10284706826.8,-10124108909.5,-9960949167.3,-9795133100.97,-9626558656.82,-9455115360.65,-9280683319.89,-9103132068.79,9169657008.88,9325564539.29,9479683326.27,9632133229.14,9783024697.77,9932459770.08,10080532937.9,10227331901.4
0.695,-10319770783.5,-10159125784.5,-9995925288.11,-9830075429.68,-9661474868.02,-9490013931.23,-9315573633.44,-9138024537.2,9204715571.57,9360575275.46,9514655619.63,9667075556.92,9817944734.95,9967364479.25,10115428646.9,10262224371
0.6975,-10354834909.3,-10194142963.2,-10030901806.8,-9865018203.81,-9696391518.14,-9524912871.51,-9350464174.47,-9172917005.84,9239774361.34,9395586381.05,9549628351.8,9702018330.13,9852865170.12,10002269492.3,10150324525.4,10297116840.9
0.7,-10389899202.5,-10229160442.3,-10065878719.1,-9899961418.6,-9731308602.43,-9559812177.4,-9385354940.44,-9207809474.73,9274833375.63,9430597851.99,9584601518.01,9736961544.01,9887785999.09,10037174806.1,10185220571.7,10332009310.9
0.7025,-10424963661.3,-10264178218.8,-10100856020.9,-9934905069.37,-9766226116.19,-9594711844.88,-9420245928.81,-9242701943.84,9309892611.94,9465609684.26,9619575113.57,9771905193.88,9922707217.74,10072080417.5,10220116784,10366901781.2
0.705,-10460028284.1,-10299196289.6,-10135833708.2,-9969849151.49,-9801144054.8,-9629611869.97,-9455137137.11,-9277594413.19,9344952067.77,9500621873.89,9654549133.85,9806849275.11,9957628822.01,10106986323.5,10255013160.6,10401794251.7
0.7075,-10495093069.2,-10334214651.7,-10170811777,-10004793660.4,-9836062413.68,-9664512248.79,-9490028562.88,-9312486882.78,9380011740.69,9535634416.98,9689523574.28,9841793783.15,9992550807.87,10141892521.1,10289909700,10436686722.5
0.71,-10530158015.1,-10369233302.1,-10205790223.3,-10039738591.6,-9870981188.35,-9699412977.47,-9524920203.73,-9347379352.58,9415071628.3,9570647309.69,9724498430.38,9876738713.5,10027473171.4,10176799007.2,10324806400.4,10471579193.4
0.7125,-10565223120,-10404252238,-10240769043.2,-10074683940.7,-9905900374.36,-9734314052.22,-9559812057.28,-9382271822.62,9450131728.22,9605660548.22,9759473697.71,9911684061.74,10062395908.6,10211705779,10359703260.3,10506471664.6
0.715,-10600288382.4,-10439271456.3,-10275748232.9,-10109629703.3,-9940819967.36,-9769215469.31,-9594704121.19,-9417164292.87,9485192038.12,9640674128.83,9794449371.91,9946629823.49,10097319015.8,10246612833.5,10394600278,10541364135.9
0.7175,-10635353800.7,-10474290954.3,-10310727788.6,-10144575875.1,-9975739963.03,-9804117225.04,-9629596393.15,-9452056763.35,9520252555.7,9675688047.85,9829425448.65,9981575994.44,10132242489.1,10281520168,10429497452,10576256607.5
0.72,-10670419373.4,-10509310729.1,-10345707706.5,-10179522451.9,-10010660357.1,-9839019315.79,-9664488870.89,-9486949234.04,9555313278.69,9710702301.64,9864401923.71,10016522570.4,10167166324.7,10316427779.5,10464394780.8,10611149079.3
0.7225,-10705485098.9,-10544330777.9,-10380687982.9,-10214469429.4,-10045581145.4,-9873921737.97,-9699381552.18,-9521841704.95,9590374204.86,9745716886.62,9899378792.88,10051469547,10202090519,10351335665.3,10499292262.7,10646041551.3
0.725,-10740550975.8,-10579351098.1,-10415668614.2,-10249416803.5,-10080502323.9,-9908824488.05,-9734274434.8,-9556734176.07,9625435332,9780731799.27,9934356052.05,10086416920.3,10237015068.3,10386243822.6,10534189896.4,10680934023.5
0.7275,-10775617002.5,-10614371686.8,-10450649596.9,-10284364570.2,-10115423888.3,-9943727562.55,-9769167516.58,-9591626647.41,9660496657.94,9815747036.1,9969333697.14,10121364686.2,10271939969,10421152248.8,10569087680.2,10715826495.9
0.73,-10810683177.6,-10649392541.5,-10485630927.3,-10319312725.4,-10150345834.8,-9978630958.05,-9804060795.39,-9626519118.95,9695558180.55,9850762593.7,10004311724.1,10156312840.6,10306865217.7,10456060941.1,10603985612.7,10750718968.5
0.7325,-10845749499.6,-10684413659.5,-10520612602,-10354261265.2,-10185268159.3,-10013534671.2,-9838954269.1,-9661411590.7,9730619897.71,9885778468.67,10039290129.1,10191261379.6,10341790810.7,10490969897,10638883692.5,10785611441.3
0.735,-10880815967.1,-10719435038.1,-10555594617.4,-10389210185.6,-10220190858,-10048438698.5,-9873847935.64,-9696304062.66,9765681807.35,9920794657.68,10074268908,10226210299.3,10376716744.7,10525879113.7,10673781918.2,10820503914.2
0.7375,-10915882578.7,-10754456674.9,-10590576970.4,-10424159482.9,-10255113927,-10083343036.9,-9908741792.95,-9731196534.81,9800743907.42,9955811157.45,10109248057.2,10261159595.7,10411643016.2,10560788588.9,10708680288.2,10855396387.4
0.74,-10950949333,-10789478567.3,-10625559657.3,-10459109153.1,-10290037362.4,-10118247683,-9943635839,-9766089007.17,9835806195.89,9990827964.74,10144227572.7,10296109265.2,10446569621.9,10595698319.8,10743578801.3,10890288860.8
0.7425,-10986016228.6,-10824500712.8,-10660542675,-10494059192.5,-10324961160.7,-10153152633.6,-9978530071.81,-9800981479.73,9870868670.78,10025845076.3,10179207450.9,10331059303.9,10481496558.4,10630608304.1,10778477456,10925181334.3
0.745,-11021083264.2,-10859523108.9,-10695526020.2,-10529009597.5,-10359885317.9,-10188057885.6,-10013424489.4,-9835873952.48,9905931330.11,10060862489.1,10214187688.1,10366009708.1,10516423822.5,10665518539.3,10813376251,10960073808.1
0.7475,-11056150438.4,-10894545753.2,-10730509689.7,-10563960364.4,-10394809830.6,-10222963435.9,-10048319089.8,-9870766425.42,9940994171.96,10095880199.9,10249168280.5,10400960474.2,10551351411,10700429022.8,10848275185,10994966282
0.75,-11091217749.9,-10929568643.3,-10765493680.2,-10598911489.5,-10429734695,-10257869281.4,-10083213871.2,-9905658898.56,9976057194.42,10130898205.8,10284149224.7,10435911598.6,10586279320.7,10735339752.3,10883174256.5,11029858756.1
0.7525,-11126285197.3,-10964591776.8,-10800477988.6,-10633862969.3,-10464659907.8,-10292775419.1,-10118108831.6,-9940551371.89,10011120395.6,10165916503.5,10319130516.9,10470863077.7,10621207548.4,10770250725.5,10918073464.3,11064751230.4
0.755,-11161352779.5,-10999615151.4,-10835462611.8,-10668814800.3,-10499585465.2,-10327681845.9,-10153003969.2,-9975443845.41,10046183773.6,10200935090.3,10354112153.9,10505814907.9,10656136091.1,10805161940,10952972807.2,11099643704.8
0.7575,-11196420495,-11034638764.8,-10870447546.8,-10703766979,-10534511364,-10362588559.1,-10187899282.2,-10010336319.1,10081247326.7,10235953963.1,10389094132,10540767086,10691064945.5,10840073393.4,10987872283.7,11134536179.5
0.76,-11231488342.8,-11069662614.6,-10905432790.5,-10738719502.1,-10569437600.7,-10397495555.5,-10222794768.7,-10045228793,10116311053,10270973119.1,10424076448,10575719608.3,10725994108.9,10874985083.6,11022771892.8,11169428654.3
0.7625,-11266556321.4,-11104686698.7,-10940418340,-10773672366,-10604364171.9,-10432402832.4,-10257690426.9,-10080121267.1,10151374950.7,10305992555.3,10459059098.3,10610672471.5,10760923578.1,10909897008.1,11057671633,11204321129.3
0.765,-11301624429.7,-11139711014.8,-10975404192.2,-10808625567.6,-10639291074.2,-10467310387,-10292586255.2,-10115013741.3,10186439018.2,10341012268.9,10494042079.8,10645625672.4,10795853350.2,10944809164.9,11092571503.3,11239213604.5
0.7675,-11336692666.6,-11174735560.6,-11010390344.4,-10843579103.4,-10674218304.5,-10502218216.5,-10327482251.7,-10149906215.8,10221503253.6,10376032257.3,10529025389.1,10680579207.6,10830783422.3,10979721551.7,11127471502.3,11274106079.8
0.77,-11371761030.7,-11209760334.1,-11045376793.6,-10878532970.3,-10709145859.6,-10537126318,-10362378414.8,-10184798690.4,10256567655.2,10411052517.5,10564009023,10715533073.8,10865713791.5,11014634166.3,11162371628.9,11308998555.3
0.7725,-11406829520.9,-11244785333.1,-11080363536.9,-10913487165.1,-10744073736.1,-10572034689,-10397274742.7,-10219691165.2,10291632221.4,10446073046.9,10598992978.3,10750487267.9,10900644455,11049547006.6,11197271881.8,11343891031
0.775,-11441898136,-11279810555.5,-11115350571.7,-10948441684.6,-10779001930.9,-10606943326.6,-10432171233.8,-10254583640.1,10326696950.5,10481093842.9,10633977251.8,10785441786.7,10935575410,11084460070.5,11232172260,11378783506.8
0.7775,-11476966874.9,-11314835999.2,-11150337895.1,-10983396525.6,-10813930441,-10641852228.3,-10467067886.5,-10289476115.3,10361761840.8,10516114902.7,10668961840.6,10820396627,10970506653.7,11119373355.8,11267072762.3,11413675982.8
0.78,-11512035736.4,-11349861662,-11185325504.3,-11018351685.1,-10848859263.3,-10676761391.5,-10501964699,-10324368590.6,10396826890.8,10551136223.8,10703946741.4,10855351785.9,11005438183.5,11154286860.6,11301973387.5,11448568459
0.7825,-11547104719.5,-11384887542.1,-11220313396.8,-11053307160,-10883788394.8,-10711670813.6,-10536861670,-10359261066,10431892098.8,10586157803.6,10738931951.2,10890307260.2,11040369996.5,11189200582.7,11336874134.5,11483460935.3
0.785,-11582173823,-11419913637.4,-11255301569.8,-11088262947.4,-10918717832.4,-10746580492,-10571758797.6,-10394153541.7,10466957463.3,10621179639.5,10773917467.2,10925263046.9,11075302090.2,11224114520.2,11371775002.1,11518353411.8
0.7875,-11617243045.7,-11454939945.8,-11290290020.8,-11123219044.3,-10953647573.2,-10781490424.2,-10606656080.5,-10429046017.5,10502022982.7,10656201729.1,10808903286.3,10960219143.1,11110234461.9,11259028671.1,11406675989.3,11553245888.4
0.79,-11652312386.7,-11489966465.4,-11325278747,-11158175447.6,-10988577614.3,-10816400607.8,-10641553517,-10463938493.5,10537088655.5,10691224069.8,10843889405.5,10995175545.8,11145167109,11293943033.4,11441577095.1,11588138365.2
0.7925,-11687381844.9,-11524993194.4,-11360267746.1,-11193132154.7,-11023507952.8,-10851311040.3,-10676451105.6,-10498830969.6,10572154480.1,10726246659.3,10878875822.2,11030132252.2,11180100028.9,11328857605.2,11476478318.2,11623030842.2
0.795,-11722451419.1,-11560020130.7,-11395257015.3,-11228089162.5,-11058438586,-10886221719.3,-10711348844.9,-10533723445.9,10607220455,10761269495.1,10913862533.3,11065089259.4,11215033219.2,11363772384.5,11511379657.7,11657923319.3
0.7975,-11757521108.4,-11595047272.5,-11430246552.3,-11263046468.2,-11093369510.9,-10921132642.4,-10746246733.3,-10568615922.4,10642286578.9,10796292574.9,10948849536.1,11100046564.6,11249966677.3,11398687369.4,11546281112.5,11692815796.6
0.8,-11792590911.7,-11630074617.8,-11465236354.5,-11298004069.2,-11128300724.8,-10956043807.3,-10781144769.4,-10603508399,10677352850.2,10831315896.2,10983836827.8,11135004164.9,11284900400.8,11433602558.2,11581182681.6,11727708274
0.8025,-11827660828,-11665102165,-11500226419.6,-11332961962.6,-11163232225,-10990955211.6,-10816042951.8,-10638400875.7,10712419267.5,10866339456.8,11018824405.7,11169962057.7,11319834387.2,11468517948.9,11616084363.9,11762600751.5
0.805,-11862730856.3,-11700129912.1,-11535216745.1,-11367920145.7,-11198164008.7,-11025866853.1,-10850941279,-10673293352.7,10747485829.3,10901363254.4,11053812267.2,11204920240.2,11354768634.1,11503433539.7,11650986158.5,11797493229.2
0.8075,-11897800995.5,-11735157857.3,-11570207328.6,-11402878615.8,-11233096073.4,-11060778729.5,-10885839749.7,-10708185829.8,10782552534.3,10936387286.8,11088800409.4,11239878709.7,11389703139.1,11538349328.8,11685888064.3,11832385707.1
0.81,-11932871244.8,-11770185998.8,-11605198167.8,-11437837370.3,-11268028416.4,-11095690838.6,-10920738362.4,-10743078307,10817619381.1,10971411551.6,11123788829.9,11274837463.6,11424637899.9,11573265314.4,11720790080.4,11867278185.1
0.8125,-11967941603.1,-11805214335,-11640189260.3,-11472796406.5,-11302961035.1,-11130603178.1,-10955637115.7,-10777970784.4,10852686368.4,11006436046.7,11158777526,11309796499.3,11459572914.1,11608181494.8,11755692205.7,11902170663.2
0.815,-12003012069.4,-11840242864,-11675180603.9,-11507755722,-11337893926.8,-11165515745.9,-10990536008.5,-10812863261.9,10887753494.7,11041460769.9,11193766495.1,11344755814.2,11494508179.5,11643097868.2,11790594439.4,11937063141.5
0.8175,-12038082642.9,-11875271584.1,-11710172196.4,-11542715314,-11372827089.2,-11200428539.8,-11025435039.2,-10847755739.6,10922820758.7,11076485719.1,11228755734.7,11379715405.6,11529443693.8,11678014432.9,11825496780.4,11971955619.9
0.82,-12073153322.5,-11910300493.7,-11745164035.4,-11577675180.1,-11407760519.7,-11235341557.7,-11060334206.6,-10882648217.4,10957888159.2,11111510892.1,11263745242.3,11414675271.2,11564379454.7,11712931187.2,11860399227.8,12006848098.5
0.8225,-12108224107.4,-11945329591,-11780156118.7,-11612635317.9,-11442694215.7,-11270254797.6,-11095233509.4,-10917540695.4,10992955694.9,11146536286.9,11298735015.5,11449635408.4,11599315460.1,11747848129.4,11895301780.8,12041740577.2
0.825,-12143294996.6,-11980358874.5,-11815148444.2,-11647595724.7,-11477628174.9,-11305168257.2,-11130132946.3,-10952433173.5,11028023364.4,11181561901.3,11333725051.7,11484595814.7,11634251707.7,11782765257.9,11930204438.3,12076633056.1
0.8275,-12178365989.3,-12015388342.4,-11850141009.7,-11682556398.3,-11512562394.9,-11340081934.7,-11165032516,-10987325651.8,11063091166.4,11216587733.4,11368715348.7,11519556487.7,11669188195.4,11817682571,11965107199.4,12111525535
0.83,-12213437084.5,-12050417993.1,-11885133813.1,-11717517336.2,-11547496873.3,-11374995828,-11199932217.3,-11022218130.2,11098159099.9,11251613781.1,11403705903.9,11554517425.1,11704124921.1,11852600067.1,12000010063.3,12146418014.2
0.8325,-12248508281.3,-12085447825.1,-11920126852.2,-11752478536,-11582431607.6,-11409909935,-11234832049,-11057110608.7,11133227163.4,11286640042.4,11438696715.1,11589478624.3,11739061882.6,11887517744.6,12034913029.1,12181310493.4
0.835,-12283579578.8,-12120477836.7,-11955120125,-11787439995.4,-11617366595.7,-11444824253.8,-11269732009.8,-11092003087.4,11168295355.9,11321666515.4,11473687779.8,11624440083.2,11773999077.8,11922435601.9,12069816095.8,12216202972.8
0.8375,-12318650976.3,-12155508026.5,-11990113629.5,-11822401712.1,-11652301835.1,-11479738782.6,-11304632098.5,-11126895566.2,11203363676,11356693198.1,11508679095.9,11659401799.3,11808936504.8,11957353637.5,12104719262.7,12251095452.3
0.84,-12353722472.8,-12190538392.7,-12025107363.5,-11857363683.7,-11687237323.7,-11514653519.2,-11339532314,-11161788045.2,11238432122.7,11391720088.6,11543670661.1,11694363770.4,11843874161.4,11992271849.8,12139622528.9,12285987931.9
