n_channels,q_a,q_b,q_cat,t_jacket,conv,selectivity,ee,kg_h,sty,pmi,e_factor,ci,cost,kwh_kg,dT_channel,duty_kW
1,1.0,1.0,0.075,20.0,0.704876164927104,0.9953968983405149,0.8583387412795294,0.010871757818245648,1384.2351974974035,2.5958891167200515,1.6597472260966253,59.84504568121881,1226.7632574757756,0.03268178782255668,0.10153200353420289,0.000987389450113688
1,1.0,1.0,0.15,20.0,0.9005959975684061,0.9926473602698725,0.8583809600865936,0.013932285753534893,1773.9137169950964,2.061057984883377,1.0778418908600942,46.91017373772334,960.6152554651395,0.03748041840770179,0.06498956926742494,0.001515919053818948
1,1.0,1.0,0.3,20.0,0.9822586556172646,0.987938017318066,0.858431534744383,0.01518807953869748,1933.806347725262,1.9556120129818089,0.9583598767852806,43.41274034698873,887.303671569601,0.044476585449672576,0.021213481412985402,0.0019955776799432698
1,1.5,1.0,0.075,10.0,0.1917627727113922,0.997012706393461,0.8698747051793526,0.004216604302749462,536.8747342761054,9.112817053984566,8.7891784339373,227.4144246291735,3572.7988421119308,0.08577914853094094,-9.925688881619635,0.0009707962298458956
1,1.5,1.0,0.15,10.0,0.3378985432028485,0.9947622055084385,0.8698259477236799,0.007453771195992892,949.043624414606,5.22131865557161,4.534756394043482,129.03778490619925,2027.3721942487323,0.060354654497943985,-9.883099756688352,0.0012474103145990146
1,1.5,1.0,0.3,10.0,0.534053786443971,0.9914969537012089,0.8697862654142344,0.01183722064463851,1507.1617424509207,3.3711677595597136,2.5100634730342386,81.74215380149776,1284.4655495542127,0.04967375885946888,-9.848439178966373,0.0016783254989028236
1,1.5,1.0,0.075,15.0,0.34051771712571743,0.9957719043099914,0.8640855137240426,0.007690602389278392,979.1979084863975,4.996376311635768,4.298960042273205,124.68559221763094,1958.9033653566314,0.044842429049391376,-4.8821704127801695,0.0009171307610112658
1,1.5,1.0,0.15,15.0,0.556954943643653,0.9929494266242429,0.8640454529342426,0.012630149711272888,1608.120606831804,3.081397726051002,2.205175365329406,76.15439678377268,1196.4763844733616,0.03894864403851241,-4.84735635491802,0.0013822003041653427
1,1.5,1.0,0.3,15.0,0.7787326434584358,0.9890242531341823,0.8640591494020018,0.01774864948382136,2259.828238844469,2.2483545374184843,1.2923446257238695,54.52028622200617,856.6640847123113,0.03938559375374197,-4.859258882341351,0.0020338875288321767
1,1.5,1.0,0.075,20.0,0.5525878250199572,0.9943749395166182,0.8582803839575154,0.012685828769492775,1615.2098847057212,3.0289817321518497,2.1534308297675846,75.59062270923084,1187.565337347174,0.03036876635800945,0.1520415394905399,0.00104655531307487
1,1.5,1.0,0.15,20.0,0.7923659799729434,0.99096047459648,0.8582989932164535,0.01825060542408481,2323.7392541302834,2.1324506061941557,1.1725949197084167,52.705421769445856,828.0163103938005,0.033323487357302436,0.13593501720072254,0.0017543823327099723
1,1.5,1.0,0.3,20.0,0.9427447604232271,0.9854240795290032,0.8583759795559147,0.021734828752243505,2767.3643465403247,1.8360051075111834,0.845300373300451,44.52545046813846,699.5557989636158,0.03976605444436534,0.06930051086510503,0.0025629558865343156
